Rk,Player,Gls/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,Pos
1300,Rubén Peña,0,2024-2025,33,es ESP,Osasuna,es La Liga,25,775,8.6,7,18,11,0,0,0,0,0,0,0,"FW,DF"
1301,Merlin Röhl,0,2024-2025,22,de GER,Freiburg,de Bundesliga,19,965,10.7,11,8,2,0,0.1,0.1,0,0,0,0,"MF,FW"
1302,Odilon Kossounou,0,2024-2025,23,ci CIV,2 Teams,2 Comps,18,1125,12.5,12,6,3,0,0,0,0,0,0,0,DF
1303,Jakub Kami?ski,0,2024-2025,22,pl POL,Wolfsburg,de Bundesliga,22,1130,12.6,12,10,9,0,0.2,0.2,0,0,0,0,"DF,MF"
1304,Yarek Gasiorowski,0,2024-2025,19,es ESP,Valencia,es La Liga,15,947,10.5,9,6,23,0,0,0,0,0,0,0,DF
1305,Adam Smith,0,2024-2025,33,eng ENG,Bournemouth,eng Premier League,25,1590,17.7,19,6,1,0,0,0,0,0,0,0,DF
1306,Nicolás Domínguez,0,2024-2025,26,ar ARG,Nott'ham Forest,eng Premier League,34,1963,21.8,23,11,3,0,0,0,0,0,0,0,"MF,FW"
1307,Facundo Garcés,0,2024-2025,24,my MAS,Alavés,es La Liga,10,678,7.5,7,3,10,0,0,0,0,0,0,0,DF
1308,Davide Calabria,0,2024-2025,27,it ITA,2 Teams,it Serie A,18,948,10.5,11,7,11,0,0.1,0.1,0,0,0,0,DF
1309,Kieran Trippier,0,2024-2025,33,eng ENG,Newcastle Utd,eng Premier League,25,1309,14.5,14,11,6,0,0.2,0.2,0,0,0,0,DF
1310,Sebastian Walukiewicz,0,2024-2025,24,pl POL,2 Teams,it Serie A,31,1841,20.5,22,9,5,0,0,0,0,0,0,0,DF
1311,El Chadaille Bitshiabu,0,2024-2025,19,fr FRA,RB Leipzig,de Bundesliga,21,1130,12.6,13,8,7,0,0,0,0,0,0,0,DF
1312,Stanko Juri?,0,2024-2025,27,hr CRO,Valladolid,es La Liga,26,1729,19.2,19,7,8,0,0,0,0,0,0,0,MF
1313,Damián Rodríguez,0,2024-2025,21,es ESP,Celta Vigo,es La Liga,17,927,10.3,10,7,19,0,0,0,0,0,0,0,MF
1314,Luca Caldirola,0,2024-2025,33,it ITA,Monza,it Serie A,14,876,9.7,10,4,9,0,0,0,0,0,0,0,DF
1315,Jordan Amavi,0,2024-2025,30,fr FRA,Brest,fr Ligue 1,11,790,8.8,8,3,9,0,0,0,0,0,0,0,DF
1316,Finn Jeltsch,0,2024-2025,18,de GER,Stuttgart,de Bundesliga,12,780,8.7,9,3,1,0,0,0,0,0,0,0,DF
1317,Aihen Muñoz,0,2024-2025,26,es ESP,Real Sociedad,es La Liga,21,1098,12.2,13,8,14,0,0,0,0,0,0,0,DF
1318,Nahuel Molina,0,2024-2025,26,ar ARG,Atlético Madrid,es La Liga,30,1590,17.7,17,13,6,0,0.2,0.2,0,0,0,0,DF
1319,Joe Scally,0,2024-2025,21,us USA,Gladbach,de Bundesliga,32,2578,28.6,30,2,1,0,0,0,0,0,0,0,DF
1320,Oliver Scarles,0,2024-2025,18,eng ENG,West Ham,eng Premier League,15,665,7.4,7,8,6,0,0,0,0,0,0,0,"DF,FW"
1321,Aimen Moueffek,0,2024-2025,23,fr FRA,Saint-Étienne,fr Ligue 1,22,1039,11.5,13,9,2,0,0.1,0.1,0,0,0,0,MF
1322,Lewis Dunk,0,2024-2025,32,eng ENG,Brighton,eng Premier League,25,2083,23.1,23,2,2,0,0,0,0,0,0,0,DF
1323,Edu Expósito,0,2024-2025,27,es ESP,Espanyol,es La Liga,19,1045,11.6,12,7,5,0,0.2,0.2,0,0,0,0,MF
1324,Nayef Aguerd,0,2024-2025,28,ma MAR,Real Sociedad,es La Liga,21,1760,19.6,21,0,3,0,0,0,0,0,0,0,DF
1325,Antonee Robinson,0,2024-2025,26,us USA,Fulham,eng Premier League,36,3167,35.2,35,1,0,0,0.3,0.3,0,0,0,0,DF
1326,Nicolas Seiwald,0,2024-2025,23,at AUT,RB Leipzig,de Bundesliga,30,2084,23.2,20,10,2,0,0,0,0,0,0,0,"MF,DF"
1327,Frank Onyeka,0,2024-2025,26,ng NGA,2 Teams,2 Comps,33,2611,29,30,3,0,0,0,0,0,0,0,0,MF
1328,Marin Pongra?i?,0,2024-2025,26,hr CRO,Fiorentina,it Serie A,20,1367,15.2,14,6,8,0,0,0,0,0,0,0,DF
1329,Tyler Adams,0,2024-2025,25,us USA,Bournemouth,eng Premier League,28,1965,21.8,21,7,1,0,0.1,0.1,0,0,0,0,MF
1330,Haris Belkebla,0,2024-2025,30,dz ALG,Angers,fr Ligue 1,22,1792,19.9,21,1,0,0,0.1,0.1,0,0,0,0,MF
1331,Henri Koudossou,0,2024-2025,24,de GER,Augsburg,de Bundesliga,21,748,8.3,4,17,5,0,0,0,0,0,0,0,DF
1332,Cedric Zesiger,0,2024-2025,26,ch SUI,2 Teams,de Bundesliga,22,1743,19.4,20,2,9,0,0.1,0.1,0,0,0,0,DF
1333,Axel Tuanzebe,0,2024-2025,26,cd COD,Ipswich Town,eng Premier League,22,1710,19,20,2,0,0,0.1,0.1,0,0,0,0,DF
1334,Abdel Abqar,0,2024-2025,25,ma MAR,Alavés,es La Liga,29,2463,27.4,29,0,0,0,0,0,0,0,0,0,DF
1335,Ignace Van Der Brempt,0,2024-2025,22,be BEL,Como,it Serie A,20,1257,14,14,6,6,0,0.1,0.1,0,0,0,0,DF
1336,Christian Mawissa,0,2024-2025,19,fr FRA,Monaco,fr Ligue 1,22,1501,16.7,17,5,9,0,0,0,0,0,0,0,DF
1337,Carmona,0,2024-2025,22,es ESP,Sevilla,es La Liga,35,2942,32.7,35,0,0,0,0,0,0,0,0,0,DF
1338,Emmanuel Sabbi,0,2024-2025,26,us USA,Le Havre,fr Ligue 1,15,653,7.3,7,8,1,0,0,0,0,0,0,0,"FW,MF"
1339,Héctor Fort,0,2024-2025,17,es ESP,Barcelona,es La Liga,17,585,6.5,5,12,19,0,0,0,0,0,0,0,DF
1340,Andrew Robertson,0,2024-2025,30,sct SCO,Liverpool,eng Premier League,33,2482,27.6,29,4,5,0,0,0,0,0,0,0,DF
1341,Amadou Koné,0,2024-2025,19,ml MLI,Reims,fr Ligue 1,24,1293,14.4,17,7,3,0,0,0,0,0,0,0,MF
1342,Aarón Martín,0,2024-2025,27,es ESP,Genoa,it Serie A,36,3085,34.3,35,1,1,0,0.2,0.2,0,0,0,0,DF
1343,Harry Winks,0,2024-2025,28,eng ENG,Leicester City,eng Premier League,22,1538,17.1,17,5,3,0,0.1,0.1,0,0,0,0,MF
1344,Marcus Coco,0,2024-2025,28,fr FRA,Nantes,fr Ligue 1,20,951,10.6,10,10,6,0,0.1,0.1,0,0,0,0,DF
1345,Caio Henrique Oliveira Silva,0,2024-2025,27,br BRA,Monaco,fr Ligue 1,27,1929,21.4,21,6,6,0,0.3,0.3,0,0,0,0,DF
1346,Pau Navarro,0,2024-2025,19,es ESP,Villarreal,es La Liga,17,916,10.2,8,9,21,0,0,0,0,0,0,0,DF
1347,Zeki Çelik,0,2024-2025,27,tr TUR,Roma,it Serie A,31,2256,25.1,27,4,3,0,0.1,0.1,0,0,0,0,DF
1348,Rúben Dias,0,2024-2025,27,pt POR,Manchester City,eng Premier League,27,2271,25.2,25,2,0,0,0,0,0,0,0,0,DF
1349,Yunis Abdelhamid,0,2024-2025,36,ma MAR,Saint-Étienne,fr Ligue 1,16,1033,11.5,11,5,17,0,0,0,0,0,0,0,DF
1350,Antoine Mendy,0,2024-2025,20,sn SEN,Nice,fr Ligue 1,18,825,9.2,8,10,10,0,0,0,0,0,0,0,DF
1351,Sergi Roberto,0,2024-2025,32,es ESP,Como,it Serie A,13,696,7.7,8,5,2,0,0.1,0.1,0,0,0,0,MF
1352,Julian Weigl,0,2024-2025,28,de GER,Gladbach,de Bundesliga,33,2881,32,33,0,0,0,0.1,0.1,0,0,0,0,MF
1353,Botond Balogh,0,2024-2025,22,hu HUN,Parma,it Serie A,29,2053,22.8,23,6,7,0,0,0,0,0,0,0,DF
1354,Nico Schlotterbeck,0,2024-2025,24,de GER,Dortmund,de Bundesliga,23,1982,22,23,0,0,0,0.2,0.2,0,0,0,0,DF
1355,Guido Rodríguez,0,2024-2025,30,ar ARG,West Ham,eng Premier League,23,1149,12.8,16,7,13,0,0.1,0.1,0,0,0,0,MF
1356,Kialonda,0,2024-2025,26,ao ANG,Lecce,it Serie A,24,2144,23.8,24,0,5,0,0,0,0,0,0,0,DF
1357,Marcos Senesi,0,2024-2025,27,ar ARG,Bournemouth,eng Premier League,17,1106,12.3,13,4,4,0,0,0,0,0,0,0,DF
1358,Carlos Dominguez,0,2024-2025,23,es ESP,Celta Vigo,es La Liga,19,1181,13.1,13,6,18,0,0,0,0,0,0,0,DF
1359,Joël Schingtienne,0,2024-2025,21,be BEL,Venezia,it Serie A,16,1122,12.5,12,4,16,0,0,0,0,0,0,0,DF
1360,Ben White,0,2024-2025,26,eng ENG,Arsenal,eng Premier League,17,1198,13.3,13,4,3,0,0.2,0.2,0,0,0,0,DF
1361,Jaydee Canvot,0,2024-2025,18,fr FRA,Toulouse,fr Ligue 1,18,1106,12.3,12,6,6,0,0,0,0,0,0,0,"DF,MF"
1362,Luck Zogbé,0,2024-2025,19,ci CIV,Brest,fr Ligue 1,13,638,7.1,7,6,17,0,0,0,0,0,0,0,DF
1363,Jordan Ferri,0,2024-2025,32,fr FRA,Montpellier,fr Ligue 1,25,1773,19.7,21,4,1,0,0.1,0.1,0,0,0,0,MF
1364,Juan Berrocal,0,2024-2025,25,es ESP,Getafe,es La Liga,19,1063,11.8,11,8,14,0,0,0,0,0,0,0,DF
1365,Jesper Lindstrøm,0,2024-2025,24,dk DEN,Everton,eng Premier League,25,1239,13.8,15,10,3,0,0.1,0.1,0,0,0,0,FW
1366,Dennis Geiger,0,2024-2025,26,de GER,Hoffenheim,de Bundesliga,20,734,8.2,7,13,5,0,0,0,0,0,0,0,"MF,FW"
1367,David Torres,0,2024-2025,21,es ESP,Valladolid,es La Liga,18,1387,15.4,15,3,15,0,0,0,0,0,0,0,DF
1368,Mattia Felici,0,2024-2025,23,it ITA,Cagliari,it Serie A,20,925,10.3,9,11,17,0,0.3,0.3,0,0,0,0,"MF,FW"
1369,Sead Kolašinac,0,2024-2025,31,ba BIH,Atalanta,it Serie A,23,1903,21.1,23,0,0,0,0.1,0.1,0,0,0,0,DF
1370,Gabriel Suazo,0,2024-2025,26,cl CHI,Toulouse,fr Ligue 1,30,2163,24,23,7,1,0,0.2,0.2,0,0,0,0,DF
1371,Juan Herzog,0,2024-2025,21,es ESP,Las Palmas,es La Liga,19,1315,14.6,15,4,19,0,0,0,0,0,0,0,DF
1372,Hugo Sotelo,0,2024-2025,20,es ESP,Celta Vigo,es La Liga,24,1254,13.9,15,9,12,0,0,0,0,0,0,0,MF
1373,Hans Hateboer,0,2024-2025,30,nl NED,Rennes,fr Ligue 1,26,1684,18.7,18,8,6,0,0,0,0,0,0,0,DF
1374,Luca Pellegrini,0,2024-2025,25,it ITA,Lazio,it Serie A,22,1067,11.9,10,12,5,0,0.3,0.3,0,0,0,0,DF
1375,Edimilson Fernandes,0,2024-2025,28,ch SUI,Brest,fr Ligue 1,19,1105,12.3,12,7,8,0,0.1,0.1,0,0,0,0,"MF,DF"
1376,Tommaso Augello,0,2024-2025,29,it ITA,Cagliari,it Serie A,38,2713,30.1,30,8,0,0,0.2,0.2,0,0,0,0,DF
1377,Ferland Mendy,0,2024-2025,29,fr FRA,Real Madrid,es La Liga,14,1005,11.2,12,2,11,0,0.1,0.1,0,0,0,0,DF
1378,Francisco Perez,0,2024-2025,21,es ESP,Valencia,es La Liga,26,570,6.3,4,22,5,0,0,0,0,0,0,0,"FW,MF"
1379,Alejandro Francés,0,2024-2025,21,es ESP,Girona,es La Liga,18,1173,13,13,5,18,0,0,0,0,0,0,0,DF
1380,Craig Dawson,0,2024-2025,34,eng ENG,Wolves,eng Premier League,15,971,10.8,10,5,6,0,0,0,0,0,0,0,DF
1381,Fredrik Jensen,0,2024-2025,26,fi FIN,Augsburg,de Bundesliga,20,763,8.5,9,11,2,0,0,0,0,0,0,0,MF
1382,Rasmus Nicolaisen,0,2024-2025,27,dk DEN,Toulouse,fr Ligue 1,7,623,6.9,7,0,1,0,0.1,0.1,0,0,0,0,DF
1383,Nhoa Sangui,0,2024-2025,18,fr FRA,Reims,fr Ligue 1,26,1158,12.9,10,16,5,0,0.2,0.2,0,0,0,0,"DF,MF"
1384,Nicolò Casale,0,2024-2025,26,it ITA,2 Teams,it Serie A,17,1035,11.5,11,6,17,0,0.1,0.1,0,0,0,0,DF
1385,Iñigo Martínez,0,2024-2025,33,es ESP,Barcelona,es La Liga,28,2490,27.7,28,0,6,0,0.1,0.1,0,0,0,0,DF
1386,Tomás Palacios,0,2024-2025,21,ar ARG,2 Teams,it Serie A,10,457,5.1,5,5,23,0,0,0,0,0,0,0,DF
1387,Lewis Holtby,0,2024-2025,33,de GER,Holstein Kiel,de Bundesliga,25,1238,13.8,13,12,1,0,0.1,0.1,0,0,0,0,MF
1388,Jarell Quansah,0,2024-2025,21,eng ENG,Liverpool,eng Premier League,13,495,5.5,4,9,25,0,0,0,0,0,0,0,DF
1389,Mathías Olivera,0,2024-2025,26,uy URU,Napoli,it Serie A,32,2370,26.3,26,6,1,0,0.1,0.1,0,0,0,0,DF
1390,Malang Sarr,0,2024-2025,25,fr FRA,Lens,fr Ligue 1,21,1385,15.4,15,6,13,0,0,0,0,0,0,0,DF
1391,Juan Bernat,0,2024-2025,31,es ESP,2 Teams,es La Liga,24,911,10.1,10,14,10,0,0.2,0.2,0,0,0,0,"DF,MF"
1392,Maxime Bernauer,0,2024-2025,26,fr FRA,Saint-Étienne,fr Ligue 1,11,763,8.5,9,2,1,0,0,0,0,0,0,0,DF
1393,Obite N'Dicka,0,2024-2025,24,ci CIV,Roma,it Serie A,38,3420,38,38,0,0,0,0,0,0,0,0,0,DF
1394,Jon Pacheco,0,2024-2025,23,es ESP,Real Sociedad,es La Liga,14,854,9.5,9,5,15,0,0,0,0,0,0,0,DF
1395,Ben Davies,0,2024-2025,31,wls WAL,Tottenham,eng Premier League,17,1331,14.8,14,3,7,0,0,0,0,0,0,0,DF
1396,Maximilian Bauer,0,2024-2025,24,de GER,Augsburg,de Bundesliga,11,658,7.3,8,3,7,0,0,0,0,0,0,0,DF
1397,Danilo D'Ambrosio,0,2024-2025,35,it ITA,Monza,it Serie A,20,1095,12.2,12,8,6,0,0.1,0.1,0,0,0,0,DF
1398,Benjamin Pavard,0,2024-2025,28,fr FRA,Inter,it Serie A,23,1584,17.6,18,5,8,0,0.1,0.1,0,0,0,0,DF
1399,Jorginho,0,2024-2025,32,it ITA,Arsenal,eng Premier League,15,704,7.8,9,6,19,0,0,0,0,0,0,0,MF
1400,Dimitri Foulquier,0,2024-2025,31,fr FRA,Valencia,es La Liga,32,2299,25.5,25,7,1,0,0,0,0,0,0,0,DF
,,,,,,,,,,,,,,,,,,,,,
